Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
29,Q116,P.S. 116 - QUEENS,SCA Capacity,ADDITION / EXISTING BUILDING/FIRE ALARM UPGRADE / EXISTING BUILDING/IPDVS UPGRADE / EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / TCU REMOVAL/PLAYGROUND REDEVELOPMENT-TCU REMOVAL/PLAYGROUND RENOVATION,Construction,In-Progress,12/15/2023,9/3/2026,,73585455,65140193.00,240855.00,"DSF0000911863, DSF0000911863, DSF0000911863, DSF0000911863, DSF0000911863"
29,Q116,P.S. 116 - QUEENS,SCA Capacity,ADDITION / EXISTING BUILDING/FIRE ALARM UPGRADE / EXISTING BUILDING/IPDVS UPGRADE / EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / TCU REMOVAL/PLAYGROUND REDEVELOPMENT-TCU REMOVAL/PLAYGROUND RENOVATION,"CM,Art,F&E",In-Progress,12/15/2023,9/3/2026,,10373281,3887217.00,515043.00,"DSF0000911863, DSF0000911863, DSF0000911863, DSF0000911863, DSF0000911863"
29,Q116,P.S. 116 - QUEENS,SCA CIP,EXISTING BUILDING-INTERIOR RENOVATION/PROGRAM ACCESSIBILITY,Scope,Complete,5/26/2023,10/26/2023,10/2/2023,46133,43976.00,2938.00,DSF0000911863
29,Q116,P.S. 116 - QUEENS,SCA CIP,EXISTING BUILDING-INTERIOR RENOVATION/PROGRAM ACCESSIBILITY,Design,In-Progress,10/10/2023,3/14/2024,,230667,230667.00,11750.00,DSF0000911863
29,Q116,P.S. 116 - QUEENS,SCA CIP,EXISTING BUILDING-INTERIOR RENOVATION/PROGRAM ACCESSIBILITY,Construction,PNS,PNS,PNS,PNS,5190003,5190003.00,2907.00,DSF0000911863
29,Q116,P.S. 116 - QUEENS,SCA CIP,EXISTING BUILDING-INTERIOR RENOVATION/PROGRAM ACCESSIBILITY,"CM,F&E",PNS,PNS,PNS,PNS,322934,322934.00,16035.00,DSF0000911863
29,Q116,P.S. 116 - QUEENS,SCA CIP,DEMOLITION,Scope,Complete,7/5/2022,7/5/2022,7/5/2022,46456,2701.00,2701.00,DSF0000911863
29,Q116,P.S. 116 - QUEENS,SCA CIP,DEMOLITION,Design,Complete,7/6/2022,9/16/2022,10/25/2022,232280,47236.00,47236.00,DSF0000911863
29,Q116,P.S. 116 - QUEENS,SCA CIP,DEMOLITION,Construction,In-Progress,4/10/2023,7/2/2024,,5226300,4929025.00,1065944.00,DSF0000911863
29,Q116,P.S. 116 - QUEENS,SCA CIP,DEMOLITION,"CM,F&E",In-Progress,4/10/2023,7/2/2024,,325192,384044.00,358988.00,DSF0000911863
29,Q116,P.S. 116 - QUEENS,Fast Track Projects,LSP REPLACE WATER HEATER,Construction,In-Progress,12/3/2019,FTK,,FTK,255392.00,217096.00,DSF0000912470
29,Q116,P.S. 116 - QUEENS,DIIT - Project Connect,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,11/1/2019,DIIT,,DIIT,385395.00,,DSF0000960123
29,Q116,P.S. 116 - QUEENS,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,7/7/2023,DIIR,10/25/2023,DIIR,210000.00,209013.00,DSF0001035879
29,Q116,P.S. 116 - QUEENS,DOE - RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,200000.00,,DSF0001086410
29,Q118,P.S. 118 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,6/21/2021,11/4/2021,1/26/2022,156001,231097.00,231091.00,"DSF0000947762, DSF0000947763, DSF0000947764, DSF0000947765"
29,Q118,P.S. 118 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,1/27/2022,6/28/2022,5/11/2022,780000,554099.00,502045.00,"DSF0000947762, DSF0000947763, DSF0000947764, DSF0000947765"
29,Q118,P.S. 118 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Construction,In-Progress,8/15/2022,5/5/2024,,17550000,16029317.00,9251179.00,"DSF0000947762, DSF0000947763, DSF0000947764, DSF0000947765"
29,Q118,P.S. 118 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,"CM,F&E",In-Progress,8/15/2022,5/5/2024,,1093229,505189.00,486465.00,"DSF0000947762, DSF0000947763, DSF0000947764, DSF0000947765"
29,Q118,P.S. 118 - QUEENS,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE,Scope,In-Progress,11/30/2023,3/4/2024,,0,18290.00,994.00,DSF0001086411
29,Q118,P.S. 118 - QUEENS,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,60000,60000.00,3975.00,DSF0001086411
29,Q118,P.S. 118 - QUEENS,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,880000,880000.00,0.00,DSF0001086411
29,Q118,P.S. 118 - QUEENS,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,60000,60000.00,1121.00,DSF0001086411
29,Q118,P.S. 118 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087060
29,Q118,P.S. 118 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087060
29,Q118,P.S. 118 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087060
29,Q118,P.S. 118 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087060
29,Q118,P.S. 118 - QUEENS,Fast Track Projects,LSP DOMESTIC WATER HEATER REPLACEMENT,Construction,In-Progress,12/13/2021,FTK,,FTK,270620.00,65052.00,DSF0000960806
29,Q118,P.S. 118 - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,165000.00,,DSF0001033274
29,Q118,P.S. 118 - QUEENS,DOE - RESOA,FY22 RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,75000.00,,DSF0001033276
29,Q118,P.S. 118 - QUEENS,DOE - RESOA,FY23 RESO A BATHROOM UPGRADES,Construction,In-Progress,8/14/2023,DOER,,DOER,189056.00,,DSF0001035880
29,Q118,P.S. 118 - QUEENS,DOE - RESOA,FY23 RESO A MULTIMEDIA CENTER,Construction,PNS,PNS,PNS,PNS,DOER,200000.00,,DSF0001035881
29,Q118,P.S. 118 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,8/12/2022,DOES,,DOES,200000.00,,DSF0001022466
29,Q131,P.S. 131 - QUEENS,SCA CIP,PHASE 4 EXISTING BUILDING WORK,Scope,Complete,12/19/2017,4/2/2018,5/4/2021,16611,32003.00,32003.00,DSF0000843904
29,Q131,P.S. 131 - QUEENS,SCA CIP,PHASE 4 EXISTING BUILDING WORK,Design,In-Progress,5/13/2021,10/4/2021,,60907,60907.00,37176.00,DSF0000843904
29,Q131,P.S. 131 - QUEENS,SCA CIP,PHASE 4 EXISTING BUILDING WORK,Construction,PNS,PNS,PNS,PNS,645064,645064.00,59751.00,DSF0000843904
29,Q131,P.S. 131 - QUEENS,SCA CIP,PHASE 4 EXISTING BUILDING WORK,"CM,F&E",PNS,PNS,PNS,PNS,149500,149500.00,68246.00,DSF0000843904
29,Q131,P.S. 131 - QUEENS,SCA CIP,WINDOWS / EXTERIOR MASONRY / FLOOD ELIMINATION,Scope,Complete,5/19/2020,11/16/2020,10/26/2020,74391,224343.00,217736.00,"DSF0000960540, DSF0000996903, DSF0000996901"
29,Q131,P.S. 131 - QUEENS,SCA CIP,WINDOWS / EXTERIOR MASONRY / FLOOD ELIMINATION,Design,Complete,11/3/2020,6/15/2021,7/1/2021,371952,330983.00,330983.00,"DSF0000960540, DSF0000996903, DSF0000996901"
29,Q131,P.S. 131 - QUEENS,SCA CIP,WINDOWS / EXTERIOR MASONRY / FLOOD ELIMINATION,Construction,PNS,PNS,PNS,PNS,8368921,8368921.00,22105.00,"DSF0000960540, DSF0000996903, DSF0000996901"
29,Q131,P.S. 131 - QUEENS,SCA CIP,WINDOWS / EXTERIOR MASONRY / FLOOD ELIMINATION,"CM,F&E",PNS,PNS,PNS,PNS,520733,520733.00,42682.00,"DSF0000960540, DSF0000996903, DSF0000996901"
29,Q131,P.S. 131 - QUEENS,SCA CIP,DRAINAGE,Scope,Complete,3/2/2023,5/31/2023,8/4/2023,15227,1394.00,1394.00,DSF0001073502
29,Q131,P.S. 131 - QUEENS,SCA CIP,DRAINAGE,Design,In-Progress,8/4/2023,12/21/2023,,76134,76134.00,5576.00,DSF0001073502
29,Q131,P.S. 131 - QUEENS,SCA CIP,DRAINAGE,Construction,PNS,PNS,PNS,PNS,1713014,1713014.00,2451.00,DSF0001073502
29,Q131,P.S. 131 - QUEENS,SCA CIP,DRAINAGE,"CM,F&E",PNS,PNS,PNS,PNS,106588,106588.00,13474.00,DSF0001073502
29,Q131,P.S. 131 - QUEENS,Fast Track Projects,LSP DOMESTIC WATER HEATER REPLACEMENT,Construction,In-Progress,12/13/2021,FTK,,FTK,241995.00,187326.00,DSF0000960809
29,Q131,P.S. 131 - QUEENS,Fast Track Projects,LSP- VACUUM PUMP REPLACEMENT,Construction,In-Progress,9/11/2023,FTK,,FTK,91924.00,0.00,DSF0001022705
29,Q131,P.S. 131 - QUEENS,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,54000.00,,DSF0001086421
29,Q131,P.S. 131 - QUEENS,DOE - RESOA,FY21 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,12/1/2022,DOER,,DOER,135304.00,17081.00,DSF0001008074
29,Q132,P.S. 132 - QUEENS,SCA CIP RESOA,FY18 RESO A KITCHEN AREAS,Scope,Complete,2/1/2018,4/5/2018,5/2/2018,0,28728.00,28728.00,DSF0000867322
29,Q132,P.S. 132 - QUEENS,SCA CIP RESOA,FY18 RESO A KITCHEN AREAS,Design,Complete,5/15/2018,10/16/2018,5/6/2019,267141,327947.00,287028.00,DSF0000867322
29,Q132,P.S. 132 - QUEENS,SCA CIP RESOA,FY18 RESO A KITCHEN AREAS,Construction,In-Progress,7/12/2021,1/12/2023,,3918071,3523083.00,3112477.00,DSF0000867322
29,Q132,P.S. 132 - QUEENS,SCA CIP RESOA,FY18 RESO A KITCHEN AREAS,"CM,F&E",In-Progress,7/12/2021,1/12/2023,,267141,443228.00,404709.00,DSF0000867322
29,Q132,P.S. 132 - QUEENS,DOE - RESOA,FY22 RESO A STEM LAB,Construction,PNS,PNS,PNS,PNS,DOER,100000.00,,DSF0001033811
29,Q132,P.S. 132 - QUEENS,DOE - RESOA,FY23 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,6/29/2023,DOER,,DOER,313447.00,,DSF0001035899
29,Q132,P.S. 132 - QUEENS,DOE - RESOA,RESO A PLAYGROUND UPGRADE,Construction,Complete,10/11/2023,DOER,10/20/2023,DOER,532153.00,532153.00,DSF0001087171
29,Q132,P.S. 132 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,3/3/2020,DOES,,DOES,242424.00,24040.00,DSF0000889624
29,Q134,P.S. 134 - QUEENS,SCA CIP,WATER PENETRATION / EXTERIOR MASONRY / FULL PROGRAM ACCESSIBILITY / PARAPETS,Scope,Complete,2/15/2019,9/15/2021,11/23/2021,254504,170726.00,170726.00,"DSF0000879647, DSF0000948069, DSF0000961140, DSF0000996968"
29,Q134,P.S. 134 - QUEENS,SCA CIP,WATER PENETRATION / EXTERIOR MASONRY / FULL PROGRAM ACCESSIBILITY / PARAPETS,Design,Complete,12/3/2021,5/23/2022,3/1/2023,1266898,825823.00,426945.00,"DSF0000879647, DSF0000948069, DSF0000961140, DSF0000996968"
29,Q134,P.S. 134 - QUEENS,SCA CIP,WATER PENETRATION / EXTERIOR MASONRY / FULL PROGRAM ACCESSIBILITY / PARAPETS,Construction,In-Progress,7/13/2023,7/1/2025,,28018687,25691095.00,8220056.00,"DSF0000879647, DSF0000948069, DSF0000961140, DSF0000996968"
29,Q134,P.S. 134 - QUEENS,SCA CIP,WATER PENETRATION / EXTERIOR MASONRY / FULL PROGRAM ACCESSIBILITY / PARAPETS,"CM,F&E",In-Progress,7/13/2023,7/1/2025,,1823719,215016.00,104168.00,"DSF0000879647, DSF0000948069, DSF0000961140, DSF0000996968"
29,Q134,P.S. 134 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,12/19/2022,4/20/2023,1/3/2023,4051,3505.00,3505.00,DSF0001034577
29,Q134,P.S. 134 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,1/3/2023,6/29/2023,5/3/2023,18230,14022.00,14022.00,DSF0001034577
29,Q134,P.S. 134 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,11/20/2023,11/18/2024,,234963,210969.00,2348.00,DSF0001034577
29,Q134,P.S. 134 - QUEENS,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,11/20/2023,11/18/2024,,47813,13061.00,8796.00,DSF0001034577
29,Q134,P.S. 134 - QUEENS,SCA IEH,PO18-ABATE AND REPLACE FLOOR TILE IN THE FOLLOWING ROOMS. RM: #101 APPROX. 572SF RM: #105 APPROX. 57,Construction,Complete,5/5/2023,IEH,10/6/2023,IEH,20495.00,420.00,SCA0000071949
29,Q134,P.S. 134 - QUEENS,Fast Track Projects,LSP- DOMESTIC HOT WATER HEATER,Construction,In-Progress,5/15/2023,FTK,,FTK,68035.00,65038.00,DSF0001022774
29,Q134,Q233 SPED - QUEENS,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,110000.00,,DSF0001086422
29,Q134,P.S. 134 - QUEENS,DOE - RESOA,FY09 RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,17503.00,17503.00,DSF0000623136
29,Q134,P.S. 134 - QUEENS,DOE - RESOA,FY23 RESO A PA SYSTEM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,400000.00,,DSF0001035903
29,Q134,P.S. 134 - QUEENS,DOE - RESOA,FY23 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,176246.00,,DSF0001035904
29,Q135,P.S. 135 - QUEENS,Fast Track Projects,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,In-Progress,6/3/2021,FTK,,FTK,306065.00,296915.00,DSF0000961558
29,Q135,P.S. 135 - QUEENS,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,12/4/2023,DIIR,2/29/2024,DIIR,200000.00,200000.00,DSF0001035905
29,Q135,P.S. 135 - QUEENS,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,3/27/2023,DOEL,6/8/2023,DOEL,93601.00,93601.00,
29,Q136,P.S. 136 - QUEENS,SCA CIP,FULL PROGRAM ACCESSIBILITY / FIRE ALARM REPLACEMENT,Scope,Complete,5/17/2019,10/2/2019,9/5/2019,126420,154948.00,152395.00,"DSF0000912356, DSF0000914286"
29,Q136,P.S. 136 - QUEENS,SCA CIP,FULL PROGRAM ACCESSIBILITY / FIRE ALARM REPLACEMENT,Design,Complete,9/25/2019,3/17/2020,7/1/2020,632103,689243.00,637491.00,"DSF0000912356, DSF0000914286"
29,Q136,P.S. 136 - QUEENS,SCA CIP,FULL PROGRAM ACCESSIBILITY / FIRE ALARM REPLACEMENT,Construction,In-Progress,6/30/2022,2/13/2025,,14222328,12869458.00,4978598.00,"DSF0000912356, DSF0000914286"
29,Q136,P.S. 136 - QUEENS,SCA CIP,FULL PROGRAM ACCESSIBILITY / FIRE ALARM REPLACEMENT,"CM,F&E",In-Progress,6/30/2022,2/13/2025,,884945,145063.00,145063.00,"DSF0000912356, DSF0000914286"
29,Q136,P.S. 136 - QUEENS,SCA CIP RESOA,FY24 RESO A LIBRARY UPGRADE,Scope,In-Progress,1/29/2024,5/29/2024,,0,745.00,745.00,DSF0001086425
29,Q136,P.S. 136 - QUEENS,SCA CIP RESOA,FY24 RESO A LIBRARY UPGRADE,Design,PNS,PNS,PNS,PNS,60000,60000.00,2979.00,DSF0001086425
29,Q136,P.S. 136 - QUEENS,SCA CIP RESOA,FY24 RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,880000,880000.00,0.00,DSF0001086425
29,Q136,P.S. 136 - QUEENS,SCA CIP RESOA,FY24 RESO A LIBRARY UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,60000,60000.00,555.00,DSF0001086425
29,Q136,P.S. 136 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087061
29,Q136,P.S. 136 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Design,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087061
29,Q136,P.S. 136 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087061
29,Q136,P.S. 136 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087061
29,Q136,P.S. 136 - QUEENS,Fast Track Projects,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,Complete,10/20/2021,FTK,10/20/2021,FTK,14858.00,14858.00,DSF0001008605
29,Q136,P.S. 136 - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,3/1/2023,DIIR,11/7/2023,DIIR,115000.00,114594.00,DSF0001033280
29,Q136,P.S. 136 - QUEENS,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,350000.00,,DSF0001086424
29,Q136,P.S. 136 - QUEENS,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,11/15/2023,DOES,11/22/2023,DOES,65832.00,,DSF0001084340
29,Q138,P.S. 138 - QUEENS,SCA CIP,EXTERIOR MASONRY / WINDOWS / PARAPETS / ROOFS / FLOOD ELIMINATION,Scope,Complete,6/9/2022,12/5/2022,10/11/2022,249042,276773.00,256613.00,"DSF0001022860, DSF0001022859, DSF0001022858, DSF0001022857, DSF0001022855"
29,Q138,P.S. 138 - QUEENS,SCA CIP,EXTERIOR MASONRY / WINDOWS / PARAPETS / ROOFS / FLOOD ELIMINATION,Design,Complete,10/14/2022,6/12/2023,4/18/2023,1238169,527451.00,526721.00,"DSF0001022860, DSF0001022859, DSF0001022858, DSF0001022857, DSF0001022855"
29,Q138,P.S. 138 - QUEENS,SCA CIP,EXTERIOR MASONRY / WINDOWS / PARAPETS / ROOFS / FLOOD ELIMINATION,Construction,In-Progress,7/21/2023,7/19/2026,,27249649,24758769.00,2465395.00,"DSF0001022860, DSF0001022859, DSF0001022858, DSF0001022857, DSF0001022855"
29,Q138,P.S. 138 - QUEENS,SCA CIP,EXTERIOR MASONRY / WINDOWS / PARAPETS / ROOFS / FLOOD ELIMINATION,"CM,F&E",In-Progress,7/21/2023,7/19/2026,,1796112,295065.00,125228.00,"DSF0001022860, DSF0001022859, DSF0001022858, DSF0001022857, DSF0001022855"
29,Q138,P.S. 138 - QUEENS,SCA CIP RESOA,FY24 RESO A LIBRARY UPGRADE,Scope,In-Progress,12/15/2023,4/18/2024,,0,12825.00,1897.00,DSF0001086428
29,Q138,P.S. 138 - QUEENS,SCA CIP RESOA,FY24 RESO A LIBRARY UPGRADE,Design,PNS,PNS,PNS,PNS,30000,30000.00,7585.00,DSF0001086428
29,Q138,P.S. 138 - QUEENS,SCA CIP RESOA,FY24 RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,440000,440000.00,0.00,DSF0001086428
29,Q138,P.S. 138 - QUEENS,SCA CIP RESOA,FY24 RESO A LIBRARY UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,30000,30000.00,126.00,DSF0001086428
29,Q138,P.S. 138 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087062
29,Q138,P.S. 138 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Design,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087062
29,Q138,P.S. 138 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087062
29,Q138,P.S. 138 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087062
29,Q138,P.S. 138 - QUEENS,DOE - RESOA,FY24 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,78000.00,,DSF0001086427
29,Q147,P.S. 147 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,7/19/2022,12/5/2022,6/12/2023,60876,138039.00,130223.00,"DSF0001023043, DSF0001023044, DSF0001023045"
29,Q147,P.S. 147 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,7/5/2023,12/6/2023,12/8/2023,304380,245720.00,217361.00,"DSF0001023043, DSF0001023044, DSF0001023045"
29,Q147,P.S. 147 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,6848561,6848561.00,139019.00,"DSF0001023043, DSF0001023044, DSF0001023045"
29,Q147,P.S. 147 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,"CM,F&E",PNS,PNS,PNS,PNS,426133,426133.00,46262.00,"DSF0001023043, DSF0001023044, DSF0001023045"
29,Q147,P.S. 147 - QUEENS,SCA Emergency Response,EMERGENCY STABILIZATION- SPALLED CONCRETE @ Q147,Construction,In-Progress,9/6/2022,EMER,,EMER,,0.00,SCA0000071435
29,Q147,P.S. 147 - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,4/14/2023,DIIR,,DIIR,100000.00,,DSF0001033821
29,Q147,P.S. 147 - QUEENS,DOE - RESOA,FY23 RESO A MULTIMEDIA CENTER,Construction,PNS,PNS,PNS,PNS,DOER,287000.00,,DSF0001035916
29,Q147,P.S. 147 - QUEENS,DOE - RESOA,FY24 RESO A BATHROOM UPGRADES,Construction,In-Progress,10/31/2023,DOER,,DOER,150000.00,,DSF0001086436
29,Q147,P.S. 147 - QUEENS,DOE - RESOA,RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,222000.00,,DSF0001087167
29,Q147,P.S. 147 - QUEENS,DOE - RESOA,RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,100000.00,,DSF0001111818
29,Q156,P.S. 156 - QUEENS,SCA CIP,DEFECTIVE FLOORING REPLACEMENT,Scope,Complete,9/25/2019,3/2/2020,1/6/2020,17380,44487.00,44445.00,DSF0000902936
29,Q156,P.S. 156 - QUEENS,SCA CIP,DEFECTIVE FLOORING REPLACEMENT,Design,Complete,2/23/2021,7/8/2021,5/14/2021,78210,116224.00,100654.00,DSF0000902936
29,Q156,P.S. 156 - QUEENS,SCA CIP,DEFECTIVE FLOORING REPLACEMENT,Construction,In-Progress,8/4/2021,10/2/2023,,1008040,927212.00,843768.00,DSF0000902936
29,Q156,P.S. 156 - QUEENS,SCA CIP,DEFECTIVE FLOORING REPLACEMENT,"CM,F&E",In-Progress,8/4/2021,10/2/2023,,186835,48097.00,46738.00,DSF0000902936
29,Q156,P.S. 156 - QUEENS,SCA CIP RESOA,FY22 RESO A ELECTRICAL UPGRADE,Scope,Complete,1/12/2022,5/13/2022,6/6/2022,0,12640.00,12640.00,DSF0001033827
29,Q156,P.S. 156 - QUEENS,SCA CIP RESOA,FY22 RESO A ELECTRICAL UPGRADE,Design,Complete,6/10/2022,11/10/2022,9/28/2022,20667,55610.00,55610.00,DSF0001033827
29,Q156,P.S. 156 - QUEENS,SCA CIP RESOA,FY22 RESO A ELECTRICAL UPGRADE,Construction,In-Progress,4/3/2023,12/28/2023,,303123,271950.00,220030.00,DSF0001033827
29,Q156,P.S. 156 - QUEENS,SCA CIP RESOA,FY22 RESO A ELECTRICAL UPGRADE,"CM,F&E",In-Progress,4/3/2023,12/28/2023,,20667,33935.00,30993.00,DSF0001033827
29,Q156,P.S. 156 - QUEENS,SCA CIP RESOA,FY23 RESO A COMPUTER LAB UPGRADE / PATH OF TRAVEL RESO A COMPUTER LAB UPGRADE,Scope,Complete,2/6/2023,6/6/2023,5/23/2023,0,25921.00,25921.00,"DSF0001035925, DSF0001035926"
29,Q156,P.S. 156 - QUEENS,SCA CIP RESOA,FY23 RESO A COMPUTER LAB UPGRADE / PATH OF TRAVEL RESO A COMPUTER LAB UPGRADE,Design,Complete,5/30/2023,10/30/2023,11/15/2023,45913,61463.00,47579.00,"DSF0001035925, DSF0001035926"
29,Q156,P.S. 156 - QUEENS,SCA CIP RESOA,FY23 RESO A COMPUTER LAB UPGRADE / PATH OF TRAVEL RESO A COMPUTER LAB UPGRADE,Construction,PNS,PNS,PNS,PNS,673393,673393.00,36.00,"DSF0001035925, DSF0001035926"
29,Q156,P.S. 156 - QUEENS,SCA CIP RESOA,FY23 RESO A COMPUTER LAB UPGRADE / PATH OF TRAVEL RESO A COMPUTER LAB UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,45913,46071.00,12879.00,"DSF0001035925, DSF0001035926"
29,Q156,P.S. 156 - QUEENS,SCA IEH,"PO18-TEST CEMENT FILL IN WATER PIPING SLEEVES PENETRATING FROM SECOND INTO 3RD FLOOR FOR SINK , PIPI",Construction,Complete,11/10/2023,IEH,11/19/2023,IEH,14601.00,14091.00,SCA0000072486
29,Q156,P.S. 156 - QUEENS,SCA IEH,PO18-77/29Q156/ABATE  LEAKING 5' WASTE LINE IN BSMT APPROX 60 FT SPRAYED ORANGE,Construction,Complete,11/30/2023,IEH,12/2/2023,IEH,22349.00,1787.00,SCA0000072517
29,Q156,QUEENS UNITED MIDDLE SCHOOL,DOE - RESOA,FY22 RESO A ELECTRICAL UPGRADE,Construction,In-Progress,10/4/2023,DOER,,DOER,76500.00,,DSF0001034939
29,Q156,QUEENS UNITED MIDDLE SCHOOL,DOE - RESOA,FY22 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,216517.00,,DSF0001034938
